Salticidae Blackwall,1841;Ansienulina mirabilis;Wesołowska, 2015; Kenya, Angola, Namibia
Salticidae Blackwall,1841;Antillattus applanatus;Zhang & Maddison, 2012; Hispaniola
Salticidae Blackwall,1841;Antillattus cambridgei;(Bryant, 1943); Hispaniola
Salticidae Blackwall,1841;Antillattus cubensis;(Franganillo, 1935); Cuba
Salticidae Blackwall,1841;Antillattus darlingtoni;(Bryant, 1943); Hispaniola
Salticidae Blackwall,1841;Antillattus electus;(Bryant, 1943); Hispaniola
Salticidae Blackwall,1841;Antillattus gracilis;Bryant, 1943; Hispaniola
Salticidae Blackwall,1841;Antillattus keyserlingi;(Bryant, 1940); Cuba
Salticidae Blackwall,1841;Antillattus mandibulatus;(Bryant, 1940); Cuba
Salticidae Blackwall,1841;Antillattus maxillosus;(Bryant, 1943); Hispaniola
Salticidae Blackwall,1841;Antillattus montanus;(Bryant, 1943); Hispaniola
